"學年度","代碼","學校名稱","公/私立","縣市名稱","地址","電話","網址"
112,044646,縣立田寮國小,公立,[04]新竹縣,[312]新竹縣橫山鄉田寮村田洋街128號,(03)5934164,https://tles.hcc.edu.tw
112,044647,縣立大肚國小,公立,[04]新竹縣,[312]新竹縣橫山鄉大肚村中豐路二段157號,(03)5932380,https://ddes.hcc.edu.tw
112,044648,縣立沙坑國小,公立,[04]新竹縣,[312]新竹縣橫山鄉沙坑村三鄰沙坑街48號,(03)5811034,https://skps.hcc.edu.tw
112,044649,縣立內灣國小,公立,[04]新竹縣,[312]新竹縣橫山鄉內灣村三鄰110號,(03)5848019,https://nwes.hcc.edu.tw
112,044650,縣立福興國小,公立,[04]新竹縣,[304]新竹縣新豐鄉後湖村108號,(03)5680964,https://fses.hcc.edu.tw
112,044651,縣立新豐國小,公立,[04]新竹縣,[304]新竹縣新豐鄉重興村明德巷13號,(03)5592081,https://hfes.hcc.edu.tw
112,044652,縣立瑞興國小,公立,[04]新竹縣,[304]新竹縣新豐鄉瑞興村63號,(03)5680490,https://rses.hcc.edu.tw
112,044653,縣立福龍國小,公立,[04]新竹縣,[304]新竹縣新豐鄉福興村113號,(03)5993140,https://flps.hcc.edu.tw
112,044654,縣立埔和國小,公立,[04]新竹縣,[304]新竹縣新豐鄉埔和村466號,(03)5680096,https://phes.hcc.edu.tw
112,044655,縣立芎林國小,公立,[04]新竹縣,[307]新竹縣芎林鄉文林村四鄰文山路288號,(03)5923184,https://cles.hcc.edu.tw
112,044656,縣立碧潭國小,公立,[04]新竹縣,[307]新竹縣芎林鄉石潭村福昌街90號,(03)5923191,https://ptes.hcc.edu.tw
112,044657,縣立五龍國小,公立,[04]新竹縣,[307]新竹縣芎林鄉五龍村105號,(03)5932320,https://wles.hcc.edu.tw
112,044658,縣立寶山國小,公立,[04]新竹縣,[308]新竹縣寶山鄉寶山村寶山路二段130號,(03)5761390,https://bses.hcc.edu.tw
112,044659,縣立新城國小,公立,[04]新竹縣,[308]新竹縣寶山鄉寶新路二段475號,(03)5762707,https://scps.hcc.edu.tw
112,044660,縣立雙溪國小,公立,[04]新竹縣,[308]新竹縣寶山鄉雙園路二段310號,(03)5202151,https://ssps.hcc.edu.tw
112,044662,縣立北埔國小,公立,[04]新竹縣,[314]新竹縣北埔鄉埔心街24號,(03)5802215,https://bpes.hcc.edu.tw
112,044663,縣立大坪國小,公立,[04]新竹縣,[314]新竹縣北埔鄉外坪村一鄰8號,(03)5802264,https://dpes.hcc.edu.tw
112,044664,縣立峨眉國小,公立,[04]新竹縣,[315]新竹縣峨眉鄉峨眉街4號,(03)5800674,https://omes.hcc.edu.tw
112,044665,縣立富興國小,公立,[04]新竹縣,[315]新竹縣峨眉鄉富興村太平街8號,(03)5806353,https://fsps.hcc.edu.tw
112,044666,縣立尖石國小,公立,[04]新竹縣,[313]新竹縣尖石鄉嘉樂村六鄰7號,(03)5841563,https://gsps.hcc.edu.tw
112,044667,縣立嘉興國小,公立,[04]新竹縣,[313]新竹縣尖石鄉嘉樂村三鄰177號,(03)5841004,https://jsps.hcc.edu.tw
112,044668,縣立新樂國小,公立,[04]新竹縣,[313]新竹縣尖石鄉新樂村一鄰10號,(03)5841500,https://hles.hcc.edu.tw
112,044669,縣立梅花國小,公立,[04]新竹縣,[313]新竹縣尖石鄉梅花村1鄰25號,(03)5841501,https://mhes.hcc.edu.tw
112,044670,縣立錦屏國小,公立,[04]新竹縣,[313]新竹縣尖石鄉錦屏村十鄰116號,(03)5841633,https://gpes.hcc.edu.tw
112,044671,縣立玉峰國小,公立,[04]新竹縣,[313]新竹縣尖石鄉玉峰村五鄰59號,(03)5847200,https://yfes.hcc.edu.tw
112,044672,縣立石磊國小,公立,[04]新竹縣,[313]新竹縣尖石鄉玉峰村十鄰49號,(03)5847001,https://sles.hcc.edu.tw
112,044673,縣立秀巒國小,公立,[04]新竹縣,[313]新竹縣尖石鄉秀巒村四鄰19號,(03)5847500,https://slps.hcc.edu.tw
112,044674,縣立新光國小,公立,[04]新竹縣,[313]新竹縣尖石鄉秀巒村八鄰17號,(03)5847706,https://hkps.hcc.edu.tw
112,044675,縣立五峰國小,公立,[04]新竹縣,[311]新竹縣五峰鄉大隘村六鄰123號,(03)5851007,https://wfes.hcc.edu.tw
112,044676,縣立桃山國小,公立,[04]新竹縣,[311]新竹縣五峰鄉桃山村15鄰243號,(03)5856040,https://tses.hcc.edu.tw
112,044677,縣立花園國小,公立,[04]新竹縣,[311]新竹縣五峰鄉花園村八鄰174號,(03)5851091,https://hyes.hcc.edu.tw
112,044678,縣立博愛國小,公立,[04]新竹縣,[302]新竹縣竹北市光明六路72號,(03)5519830,https://paes.hcc.edu.tw
112,044679,縣立上舘國小,公立,[04]新竹縣,[310]新竹縣竹東鎮中豐路二段399號,(03)5103777,https://sqes.hcc.edu.tw
112,044680,縣立光明國小,公立,[04]新竹縣,[302]新竹縣竹北市光明九路65號,(03)5538655,https://kmes.hcc.edu.tw
112,044681,縣立松林國小,公立,[04]新竹縣,[304]新竹縣新豐鄉松林街99號,(03)5573601,https://clps.hcc.edu.tw
112,044682,縣立十興國小,公立,[04]新竹縣,[302]新竹縣竹北市莊敬北路66號,(03)6583517,https://shps.hcc.edu.tw
112,044683,縣立興隆國小,公立,[04]新竹縣,[302]新竹縣竹北市文興路88號,(03)6681799,https://hlps.hcc.edu.tw
112,044684,縣立東興國小,公立,[04]新竹縣,[302]新竹縣竹北市嘉豐十一路二段100號,(03)5502120,https://dxes.hcc.edu.tw
112,044685,縣立安興國小,公立,[04]新竹縣,[302]新竹縣竹北市十興路一段435號,(03)6684105,https://axes.hcc.edu.tw
112,044686,縣立嘉豐國小,公立,[04]新竹縣,[302]新竹縣竹北市嘉豐五路一段59號,(03)6672361,https://jfes.hcc.edu.tw
112,054601,縣立建功國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市中正路241號,(037)320043,https://jges.mlc.edu.tw
112,054602,縣立大同國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市高苗里大同路80號,(037)320068,https://datunges.mlc.edu.tw
112,054603,縣立僑育國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市僑育街131號,(037)320414,https://chiauyues.mlc.edu.tw
112,054604,縣立文山國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市文山里4鄰文山41號,(037)320406,https://wenshanes.mlc.edu.tw
112,054605,縣立啟文國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市福星里啟賢街61號,(037)260466,https://chiw.mlc.edu.tw
112,054606,縣立新英國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市南勢里新勝8號,(037)320715,https://sies.mlc.edu.tw
112,054607,縣立頭屋國小,公立,[05]苗栗縣,[362]苗栗縣頭屋鄉頭屋村中山街15號,(037)251071,https://touwues.mlc.edu.tw
112,054608,縣立明德國小,公立,[05]苗栗縣,[362]苗栗縣頭屋鄉明德村明德路4巷13號,(037)252330,https://mdes.mlc.edu.tw
112,054609,縣立公館國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉館中村大同路15號,(037)224727,https://gges.mlc.edu.tw
112,054610,縣立五穀國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉五谷村260號,(037)226731,https://wugues.mlc.edu.tw
112,054611,縣立福基國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉福基村275號,(037)224020,https://fujies.mlc.edu.tw
112,054612,縣立鶴岡國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉鶴山村197號,(037)226205,https://hges.mlc.edu.tw
112,054614,縣立開礦國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉開礦村九鄰143號,(037)224559,https://kkes.mlc.edu.tw
112,054615,縣立南河國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉南河村二鄰21號,(037)226806,https://nhps.mlc.edu.tw/
112,054616,縣立銅鑼國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉福興村文化街1號,(037)981013,https://tunglo.mlc.edu.tw/
112,054617,縣立中興國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉中平村150號,(037)224458,https://jss.mlc.edu.tw
112,054618,縣立九湖國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉九湖村10鄰91之1號,(037)981149,https://jhes.mlc.edu.tw/Home/Index.php
112,054619,縣立新隆國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉新隆村18號,(037)971102,https://xles.mlc.edu.tw
112,054620,縣立興隆國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉興隆村117號,(037)982804,https://sles.mlc.edu.tw
112,054621,縣立文峰國小,公立,[05]苗栗縣,[366]苗栗縣銅鑼鄉樟樹村12之1號,(037)981143,https://wfe.mlc.edu.tw
112,054622,縣立建中國小,公立,[05]苗栗縣,[367]苗栗縣三義鄉廣盛村廣盛80號,(037)872007,https://jjs.mlc.edu.tw
112,054623,縣立僑成國小,公立,[05]苗栗縣,[367]苗栗縣三義鄉勝興村廿份220號,(037)872041,https://cces.mlc.edu.tw
112,054624,縣立育英國小,公立,[05]苗栗縣,[367]苗栗縣三義鄉西湖村上湖63號,(037)872934,https://yues.mlc.edu.tw
112,054625,縣立鯉魚國小,公立,[05]苗栗縣,[367]苗栗縣三義鄉鯉魚潭村上山下24號,(037)881154,https://liyues.mlc.edu.tw
112,054627,縣立苑裡國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮中山路307號,(037)861013,https://yles.mlc.edu.tw
112,054628,縣立文苑國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮房裡里二鄰14號,(037)861410,https://wyes.mlc.edu.tw
112,054629,縣立山腳國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮舊社里10鄰47號,(037)745024,https://sj.mlc.edu.tw
112,054630,縣立中正國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮中正里111號,(037)861244,https://jjes.mlc.edu.tw
112,054631,縣立藍田國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮泰田里3鄰62號,(037)743504,https://lt.mlc.edu.tw
112,054632,縣立中山國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮社苓里四鄰51之1號,(037)743564,https://js.mlc.edu.tw
112,054633,縣立林森國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮水坡里70號,(037)861084,https://linsenes.mlc.edu.tw
112,054634,縣立蕉埔國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮蕉埔里八鄰87之2號,(037)741574,https://jpes.mlc.edu.tw
112,054635,縣立通霄國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮通東里中正路12號,(037)752008,https://te.mlc.edu.tw
112,054636,縣立五福國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮五北里30之1號,(037)754814,https://wufues.mlc.edu.tw
112,054637,縣立城中國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮城北里13號,(037)754504,https://cjes.mlc.edu.tw
112,054638,縣立啟明國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮內島里二鄰15號,(037)792537,https://cmes.mlc.edu.tw
112,054639,縣立新埔國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮新埔里55號,(037)792094,https://spes.mlc.edu.tw
112,054640,縣立烏眉國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮烏眉里3鄰39號,(037)753084,https://wumeies.mlc.edu.tw
112,054641,縣立南和國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮南和里117號,(037)782304,https://nhes.mlc.edu.tw
112,054642,縣立坪頂國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮坪頂里四鄰50號,(037)782214,https://pdes.mlc.edu.tw
112,054643,縣立圳頭國小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮圳頭里60號,(037)754434,https://toes.mlc.edu.tw/
112,054645,縣立福興武術國(中)小,公立,[05]苗栗縣,[357]苗栗縣通霄鎮福興里58之2號,(037)782984,https://fushing.mlc.edu.tw
112,054646,縣立西湖國小,公立,[05]苗栗縣,[368]苗栗縣西湖鄉龍洞村一鄰18號,(037)921022,https://shihues.mlc.edu.tw
112,054647,縣立五湖國小,公立,[05]苗栗縣,[368]苗栗縣西湖鄉五湖村上湖96號,(037)911244,https://wuhues.mlc.edu.tw
112,054648,縣立僑文國小,公立,[05]苗栗縣,[368]苗栗縣西湖鄉二湖村土牛溝2鄰22號,(037)921065,https://cwes.mlc.edu.tw
112,054650,縣立頭份國小,公立,[05]苗栗縣,[351]苗栗縣頭份市頭份里中正路219號,(037)663020,https://tfes.mlc.edu.tw
112,054651,縣立六合國小,公立,[05]苗栗縣,[351]苗栗縣頭份市東庄里民族路252號,(037)663065,https://lhes.mlc.edu.tw
112,054652,縣立永貞國小,公立,[05]苗栗縣,[351]苗栗縣頭份市田寮里永貞路一段335號,(037)623290,https://yes.mlc.edu.tw
112,054653,縣立尖山國小,公立,[05]苗栗縣,[351]苗栗縣頭份市尖下里尖豐路305號,(037)624474,https://jses.mlc.edu.tw
112,054654,縣立僑善國小,公立,[05]苗栗縣,[351]苗栗縣頭份市中正一路395號,(037)663137,https://cses.mlc.edu.tw
112,054655,縣立斗煥國小,公立,[05]苗栗縣,[351]苗栗縣頭份市斗煥里中正二路221號,(037)663848,https://dh.mlc.edu.tw
112,054656,縣立后庄國小,公立,[05]苗栗縣,[351]苗栗縣頭份市文化里文化街20號,(037)663858,https://hzes.mlc.edu.tw
112,054657,縣立新興國小,公立,[05]苗栗縣,[351]苗栗縣頭份市下興里水源路157號,(037)663855,https://sses.mlc.edu.tw
112,054658,縣立信德國小,公立,[05]苗栗縣,[351]苗栗縣頭份市流東里信德路58號,(037)602880,https://sd.mlc.edu.tw
112,054659,縣立竹南國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮中正路146號,(037)462020,https://junanes.mlc.edu.tw
112,054660,縣立照南國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮佳興里光復路331號,(037)472633,https://jnes.mlc.edu.tw
112,054661,縣立大埔國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮大埔里仁愛路1092號,(037)584370,https://dapues.mlc.edu.tw
112,054662,縣立頂埔國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮頂埔里十五鄰頂大埔110號,(037)671785,https://dpes.mlc.edu.tw
112,054663,縣立海口國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮海口里7鄰保福路20號,(037)461354,https://hkes.mlc.edu.tw
112,054664,縣立三灣國小,公立,[05]苗栗縣,[352]苗栗縣三灣鄉三灣村中山路49號,(037)831006,https://sanwanes.mlc.edu.tw
112,054668,縣立南庄國小,公立,[05]苗栗縣,[353]苗栗縣南庄鄉東村文化路3號,(037)822007,https://nanjuanges.mlc.edu.tw
112,054669,縣立田美國小,公立,[05]苗栗縣,[353]苗栗縣南庄鄉田美村九鄰191號,(037)822445,https://tmes.mlc.edu.tw
112,054670,縣立南埔國小,公立,[05]苗栗縣,[353]苗栗縣南庄鄉南富村134號,(037)822324,https://nanpues.mlc.edu.tw
112,054671,縣立東河國小,公立,[05]苗栗縣,[353]苗栗縣南庄鄉東河村三鄰132號,(037)823423,https://www.donghe.mlc.edu.tw
112,054672,縣立蓬萊國小,公立,[05]苗栗縣,[353]苗栗縣南庄鄉蓬萊村19鄰118號,(037)823385,https://penla.mlc.edu.tw
112,054673,縣立造橋國小,公立,[05]苗栗縣,[361]苗栗縣造橋鄉造橋村十四鄰3號,(037)542686,https://zcher.mlc.edu.tw
112,054674,縣立談文國小,公立,[05]苗栗縣,[361]苗栗縣造橋鄉談文村六鄰54號,(037)624044,https://twen.mlc.edu.tw
112,054675,縣立錦水國小,公立,[05]苗栗縣,[361]苗栗縣造橋鄉大西村13鄰大中街68號,(037)541978,https://jies.mlc.edu.tw
112,054676,縣立龍昇國小,公立,[05]苗栗縣,[361]苗栗縣造橋鄉龍昇村八鄰16之1號,(037)651363,https://lun.mlc.edu.tw
112,054677,縣立僑樂國小,公立,[05]苗栗縣,[361]苗栗縣造橋鄉錦水村十二鄰306號,(037)541143,https://chiaolo.mlc.edu.tw
112,054679,縣立後龍國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮大庄里成功路254號,(037)722049,https://hl.mlc.edu.tw
112,054680,縣立新港國(中)小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮校椅里校椅二路168號,(037)722547,https://skes.mlc.edu.tw
112,054681,縣立大山國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮灣寶里7鄰109號,(037)432784,https://ds.mlc.edu.tw
112,054683,縣立龍坑國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮龍坑里158號,(037)722027,https://lkes.mlc.edu.tw
112,054684,縣立溪洲國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮溪洲里87之3號,(037)723853,https://sjes.mlc.edu.tw
112,054685,縣立外埔國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮外埔里六鄰18-9號,(037)431809,https://wp.mlc.edu.tw
112,054686,縣立成功國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮水尾里12鄰104之1號,(037)722211,https://cges.mlc.edu.tw
112,054687,縣立中和國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮中和里十四鄰一五二號,(037)921451,https://jhps.mlc.edu.tw
112,054688,縣立同光國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮龍津里同興94號,(037)450738,https://tges.mlc.edu.tw
112,054689,縣立海寶國小,公立,[05]苗栗縣,[356]苗栗縣後龍鎮海寶里五鄰52之2號,(037)431235,https://hbes.mlc.edu.tw
112,054690,縣立大湖國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉大湖村中正路育英巷11號,(037)991008,https://dahues.mlc.edu.tw
112,054691,縣立南湖國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉義和村南昌路5號,(037)991462,https://nanhues.mlc.edu.tw
112,054692,縣立華興國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉富興村水尾2號,(037)991326,https://hs.mlc.edu.tw
112,054693,縣立大南國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉大南村7鄰大南勢15號,(037)992813,https://dnes.mlc.edu.tw
112,054694,縣立東興國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉東興村下湖37號,(037)992815,https://dss.mlc.edu.tw
112,054696,縣立新開國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉新開村25號,(037)951210,https://shinkaies.mlc.edu.tw
112,054697,縣立栗林國小,公立,[05]苗栗縣,[364]苗栗縣大湖鄉栗林村四份61號,(037)951335,https://lilin.mlc.edu.tw
112,054698,縣立獅潭國小,公立,[05]苗栗縣,[354]苗栗縣獅潭鄉新店村129號,(037)931305,https://st.mlc.edu.tw
112,054699,縣立豐林國小,公立,[05]苗栗縣,[354]苗栗縣獅潭鄉新豐村四鄰56號,(037)931664,https://fl.mlc.edu.tw
112,054700,縣立永興國小,公立,[05]苗栗縣,[354]苗栗縣獅潭鄉永興村6鄰55-1號,(037)931292,https://yungshinges.mlc.edu.tw
112,054701,縣立卓蘭國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮新厝里中山路125號,(04)25892008,https://jles.mlc.edu.tw
112,054702,縣立內灣國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮內灣里120號,(04)25892094,https://nwes.mlc.edu.tw
112,054703,縣立豐田國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮豐田里12鄰豐田36號,(04)25892164,https://ftes.mlc.edu.tw
112,054704,縣立坪林國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮坪林里七鄰坪林86之2號,(04)25921334,https://ples.mlc.edu.tw
112,054705,縣立雙連國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮坪林里雙連16-1號,(04)25892794,https://2les.mlc.edu.tw
112,054706,縣立景山國小,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮景山里5鄰88號,(04)25921221,https://gs.mlc.edu.tw
112,054707,縣立泰安國(中)小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉大興村32之1號,(037)991224,https://taian.mlc.edu.tw
112,054708,縣立泰興國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉中興村1鄰2號,(037)992852,https://tses.mlc.edu.tw
112,054709,縣立清安國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉清安村六鄰122號,(037)941042,https://ca.mlc.edu.tw
112,054711,縣立汶水國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉錦水村四鄰12號,(037)941037,https://ws.mlc.edu.tw
112,054712,縣立象鼻國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉象鼻村一鄰4號,(037)962270,https://cnbe.mlc.edu.tw
112,054714,縣立梅園國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉梅園村二鄰38號,(037)962146,https://my.mlc.edu.tw
112,054715,縣立建國國小,公立,[05]苗栗縣,[351]苗栗縣頭份市建國路80號,(037)665905,https://goes.mlc.edu.tw
112,054716,縣立竹興國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮竹興里竹圍街27號,(037)465037,https://jes.mlc.edu.tw
112,054717,縣立文華國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市文山里正發路133號,(037)354465,https://whes.mlc.edu.tw
112,054718,縣立福星國小,公立,[05]苗栗縣,[360]苗栗縣苗栗市中華東街62號,(037)264724,https://fses.mlc.edu.tw
112,054719,縣立新南國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮新南里五谷街2號,(037)613843,https://snes.mlc.edu.tw
112,054720,縣立蟠桃國小,公立,[05]苗栗縣,[351]苗栗縣頭份市信東路285號,(037)685410,https://pans.mlc.edu.tw
112,054721,縣立仁愛國小,公立,[05]苗栗縣,[363]苗栗縣公館鄉中村仁愛路二段123號,(037)235328,https://ries.mlc.edu.tw
112,054722,縣立客庄國小,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮客庄里新興路21號,(037)865646,https://ktes.mlc.edu.tw
112,054723,縣立山佳國小,公立,[05]苗栗縣,[350]苗栗縣竹南鎮山佳里龍山路三段39號,(037)612839,https://sanja.mlc.edu.tw
112,054724,縣立信義國小,公立,[05]苗栗縣,[351]苗栗縣頭份市後庄里信中路36號,(037)626818,https://syes.mlc.edu.tw
112,054725,縣立士林國小,公立,[05]苗栗縣,[365]苗栗縣泰安鄉士林村5鄰26號,(037)962050,https://shlines.mlc.edu.tw
112,074601,縣立中山國小,公立,[07]彰化縣,[500]彰化縣彰化市中山路二段678號,(04)7222033,https://www.cses.chc.edu.tw
112,074602,縣立民生國小,公立,[07]彰化縣,[500]彰化縣彰化市民生路338號,(04)7224122,https://www.mses.chc.edu.tw
112,074603,縣立平和國小,公立,[07]彰化縣,[500]彰化縣彰化市西安里中正路二段450號,(04)7222355,https://www.phes.chc.edu.tw
112,074604,縣立南郭國小,公立,[07]彰化縣,[500]彰化縣彰化市彰化市中興路98號,(04)7280366,https://www.nges.chc.edu.tw
112,074605,縣立南興國小,公立,[07]彰化縣,[500]彰化縣彰化市南興里中山路一段213號,(04)7622827,https://www.nses.chc.edu.tw
112,074606,縣立東芳國小,公立,[07]彰化縣,[500]彰化縣彰化市東芳里彰馬路45號,(04)7523250,https://www.tfps.chc.edu.tw
112,074607,縣立泰和國小,公立,[07]彰化縣,[500]彰化縣彰化市泰和路二段145巷1號,(04)7222433,https://www.thps.chc.edu.tw
112,074608,縣立三民國小,公立,[07]彰化縣,[500]彰化縣彰化市田中里田中路125號,(04)7384775,https://www.smes.chc.edu.tw
112,074609,縣立聯興國小,公立,[07]彰化縣,[500]彰化縣彰化市牛埔里一心南街208號,(04)7384340,https://www.lsps.chc.edu.tw
112,074610,縣立大竹國小,公立,[07]彰化縣,[500]彰化縣彰化市彰南路二段164巷41號,(04)7381436,https://www.tces.chc.edu.tw
112,074611,縣立國聖國小,公立,[07]彰化縣,[500]彰化縣彰化市國聖里中山路三段608號,(04)7321093,https://www.gses.chc.edu.tw
112,074612,縣立快官國小,公立,[07]彰化縣,[500]彰化縣彰化市快官里彰南路四段566號,(04)7384814,https://www.kges.chc.edu.tw
112,074613,縣立石牌國小,公立,[07]彰化縣,[500]彰化縣彰化市石牌里田坑路一段9號,(04)7381672,https://www.spes.chc.edu.tw
112,074614,縣立忠孝國小,公立,[07]彰化縣,[500]彰化縣彰化市忠誠路61號,(04)7523944,https://www.jsps.chc.edu.tw
112,074615,縣立芬園國小,公立,[07]彰化縣,[502]彰化縣芬園鄉彰南路四段27巷28號,(049)2522208,https://www.fyps.chc.edu.tw
112,074616,縣立富山國小,公立,[07]彰化縣,[502]彰化縣芬園鄉大埔村大埔路6號,(049)2522084,https://www.fsps.chc.edu.tw/
112,074617,縣立寶山國小,公立,[07]彰化縣,[502]彰化縣芬園鄉圳墘村彰南路二段36號,(049)2525010,https://www.bses.chc.edu.tw
112,074618,縣立同安國小,公立,[07]彰化縣,[502]彰化縣芬園鄉中崙村大彰路二段400巷36號,(04)8590502,https://www.taes.chc.edu.tw
112,074619,縣立文德國小,公立,[07]彰化縣,[502]彰化縣芬園鄉大竹村大彰路一段617號,(04)8590012,https://www.wdes.chc.edu.tw
112,074620,縣立茄荖國小,公立,[07]彰化縣,[502]彰化縣芬園鄉茄荖村嘉北街96號,(049)2523018,https://www.cles.chc.edu.tw
112,074621,縣立花壇國小,公立,[07]彰化縣,[503]彰化縣花壇鄉長沙村學前路108號,(04)7862029,https://www.htes.chc.edu.tw
112,074622,縣立文祥國小,公立,[07]彰化縣,[503]彰化縣花壇鄉劉厝村明雅街131號,(04)7862255,https://www.wses.chc.edu.tw
112,074623,縣立華南國小,公立,[07]彰化縣,[503]彰化縣花壇鄉中庄村中橋街226號,(04)7863225,https://www.hnes.chc.edu.tw
112,074624,縣立僑愛國小,公立,[07]彰化縣,[503]彰化縣花壇鄉中口村中山路二段471號,(04)7863227,https://www.caps.chc.edu.tw
112,074625,縣立三春國小,公立,[07]彰化縣,[503]彰化縣花壇鄉三春村三芬路47號,(04)7862154,https://www.sstps.chc.edu.tw
112,074626,縣立白沙國小,公立,[07]彰化縣,[503]彰化縣花壇鄉白沙村彰員路三段225號,(04)7863224,https://www.bsps.chc.edu.tw
112,074627,縣立和美國小,公立,[07]彰化縣,[508]彰化縣和美鎮和西里和平街19號,(04)7552005,https://www.hmps.chc.edu.tw
112,074628,縣立和東國小,公立,[07]彰化縣,[508]彰化縣和美鎮和東里彰美路五段210號,(04)7552724,https://www.hdes.chc.edu.tw
112,074629,縣立大嘉國小,公立,[07]彰化縣,[508]彰化縣和美鎮嘉犁里彰和路三段50號,(04)7552524,https://www.dces.chc.edu.tw
112,074630,縣立大榮國小,公立,[07]彰化縣,[508]彰化縣和美鎮鎮平里嘉佃路296號,(04)7636814,https://www.dres.chc.edu.tw
112,074631,縣立新庄國小,公立,[07]彰化縣,[508]彰化縣和美鎮犁盛里彰新路二段500號,(04)7353267,https://www.ssjes.chc.edu.tw
112,074632,縣立培英國小,公立,[07]彰化縣,[508]彰化縣和美鎮塗厝里彰新路五段310號,(04)7552430,https://www.pyps.chc.edu.tw
112,074633,縣立線西國小,公立,[07]彰化縣,[507]彰化縣線西鄉寓埔村中央路二段135號,(04)7585075,https://www.sces.chc.edu.tw
112,074634,縣立曉陽國小,公立,[07]彰化縣,[507]彰化縣線西鄉頂犁村頂犁路158之1號,(04)7585370,https://www.syes.chc.edu.tw/
112,074635,縣立新港國小,公立,[07]彰化縣,[509]彰化縣伸港鄉和平路60號,(04)7982310,https://www.sgps.chc.edu.tw
112,074636,縣立伸東國小,公立,[07]彰化縣,[509]彰化縣伸港鄉七嘉村中華路565號,(04)7982314,https://www.sdes.chc.edu.tw
